machine_name,endpoint_url,opc_path,node_id,display_name,browse_name,data_type,parent_branch,sample_value,discovered_at
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/075 - rotary die cutter/para/speed,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Stuetzpunkte_V_1,speed,Stuetzpunkte_V_1,Float,para,,2026-06-11T09:59:55
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/075 - rotary die cutter/para/speed,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Stuetzpunkte_V_2,speed,Stuetzpunkte_V_2,Float,para,,2026-06-11T09:59:55
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/075 - rotary die cutter/para/speed,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Stuetzpunkte_V_3,speed,Stuetzpunkte_V_3,Float,para,,2026-06-11T09:59:55
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/075 - rotary die cutter/para/speed,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Stuetzpunkte_V_4,speed,Stuetzpunkte_V_4,Float,para,,2026-06-11T09:59:55
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/075 - rotary die cutter/para/pressure - setpoint,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Stuetzpunkte_Druck_0,pressure - setpoint,Stuetzpunkte_Druck_0,Float,para,,2026-06-11T09:59:55
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/075 - rotary die cutter/para/pressure,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Stuetzpunkte_Druck_1,pressure,Stuetzpunkte_Druck_1,Float,para,,2026-06-11T09:59:55
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/075 - rotary die cutter/para/pressure,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Stuetzpunkte_Druck_2,pressure,Stuetzpunkte_Druck_2,Float,para,,2026-06-11T09:59:55
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/075 - rotary die cutter/para/pressure,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Stuetzpunkte_Druck_3,pressure,Stuetzpunkte_Druck_3,Float,para,,2026-06-11T09:59:55
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/075 - rotary die cutter/para/pressure,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Stuetzpunkte_Druck_4,pressure,Stuetzpunkte_Druck_4,Float,para,,2026-06-11T09:59:55
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/075 - rotary die cutter/state/state,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.state,state,state,UInt32,state,,2026-06-11T09:59:55
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/075 - rotary die cutter/state/current format,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Aktuelles_Format,current format,Aktuelles_Format,Float,state,,2026-06-11T09:59:55
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/075 - rotary die cutter/state/average format,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Average,average format,Average,Float,state,,2026-06-11T09:59:55
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/075 - rotary die cutter/state/deviation,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Length,deviation,Length,Float,state,,2026-06-11T09:59:56
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/075 - rotary die cutter/state/pressure - setpoint,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Druckanzeige_0,pressure - setpoint,Druckanzeige_0,Float,state,,2026-06-11T09:59:56
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/075 - rotary die cutter/state/pressure,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Druckanzeige_1,pressure,Druckanzeige_1,Float,state,,2026-06-11T09:59:56
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/075 - rotary die cutter/state/pressure,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Druckanzeige_2,pressure,Druckanzeige_2,Float,state,,2026-06-11T09:59:56
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/075 - rotary die cutter/state/pressure,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Druckanzeige_3,pressure,Druckanzeige_3,Float,state,,2026-06-11T09:59:56
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/075 - rotary die cutter/state/pressure,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Druckanzeige_4,pressure,Druckanzeige_4,Float,state,,2026-06-11T09:59:56
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/075 - rotary die cutter/state/current speed,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Aktuelle_Geschwindigkeit,current speed,Aktuelle_Geschwindigkeit,Float,state,,2026-06-11T09:59:56
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/075 - rotary die cutter/state/counter knife,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Zaehler_Messer,counter knife,Zaehler_Messer,UInt32,state,,2026-06-11T09:59:56
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/075 - rotary die cutter/state/counter inlay,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Zaehler_Einsatz,counter inlay,Zaehler_Einsatz,UInt32,state,,2026-06-11T09:59:56
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/075 - rotary die cutter/state/pressure - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Pressure_A,pressure - a-side,Pressure_A,Float,state,,2026-06-11T09:59:56
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/075 - rotary die cutter/state/max pressure - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Max_Pressure_A,max pressure - a-side,Max_Pressure_A,Float,state,,2026-06-11T09:59:56
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/075 - rotary die cutter/state/pressure - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Pressure_B,pressure - b-side,Pressure_B,Float,state,,2026-06-11T09:59:56
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/075 - rotary die cutter/state/max pressure - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Max_Pressure_B,max pressure - b-side,Max_Pressure_B,Float,state,,2026-06-11T09:59:56
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/080 - dancer/para/web tension,ns=6;s=::AsGlobalPV:HMI_SFB_TAENZER.para.Bahnspannung,web tension,Bahnspannung,Float,para,,2026-06-11T09:59:56
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/080 - dancer/state/state,ns=6;s=::AsGlobalPV:HMI_SFB_TAENZER.state.state,state,state,UInt32,state,,2026-06-11T09:59:56
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/080 - dancer/state/dancer,ns=6;s=::AsGlobalPV:HMI_SFB_TAENZER.state.dancer,dancer,dancer,Float,state,,2026-06-11T09:59:56
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/080 - dancer/state/web tension,ns=6;s=::AsGlobalPV:HMI_SFB_TAENZER.state.Bahnspannung,web tension,Bahnspannung,Float,state,,2026-06-11T09:59:56
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/035 - dancer/para/web tension,ns=6;s=::AsGlobalPV:HMI_SFB_TAENZER_ABWICKLER.para.Bahnspannung,web tension,Bahnspannung,Float,para,,2026-06-11T09:59:56
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/035 - dancer/para/web tension - roll change,ns=6;s=::AsGlobalPV:HMI_SFB_TAENZER_ABWICKLER.para.Bahnspannung_Rollenwechsel,web tension - roll change,Bahnspannung_Rollenwechsel,Float,para,,2026-06-11T09:59:56
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/035 - dancer/para/pulse - web tension - roll change,ns=6;s=::AsGlobalPV:HMI_SFB_TAENZER_ABWICKLER.para.Dauer_Offset,pulse - web tension - roll change,Dauer_Offset,Float,para,,2026-06-11T09:59:56
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/035 - dancer/state/state,ns=6;s=::AsGlobalPV:HMI_SFB_TAENZER_ABWICKLER.state.state,state,state,UInt32,state,,2026-06-11T09:59:56
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/035 - dancer/state/dancer,ns=6;s=::AsGlobalPV:HMI_SFB_TAENZER_ABWICKLER.state.dancer,dancer,dancer,Float,state,,2026-06-11T09:59:56
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/035 - dancer/state/web tension,ns=6;s=::AsGlobalPV:HMI_SFB_TAENZER_ABWICKLER.state.Bahnspannung,web tension,Bahnspannung,Float,state,,2026-06-11T09:59:56
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/101 - monitoring seam/state/state,ns=6;s=::AsGlobalPV:HMI_SFB_UEBERWACHUNG.state.state,state,state,UInt32,state,,2026-06-11T09:59:57
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/101 - monitoring seam/state/current temperature - left,ns=6;s=::AsGlobalPV:HMI_SFB_UEBERWACHUNG.state.Aktuelle_Temperatur_Links,current temperature - left,Aktuelle_Temperatur_Links,Float,state,,2026-06-11T09:59:57
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/101 - monitoring seam/state/current temperature - middle,ns=6;s=::AsGlobalPV:HMI_SFB_UEBERWACHUNG.state.Aktuelle_Temperatur_Mitte,current temperature - middle,Aktuelle_Temperatur_Mitte,Float,state,,2026-06-11T09:59:57
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/101 - monitoring seam/state/current temperature - right,ns=6;s=::AsGlobalPV:HMI_SFB_UEBERWACHUNG.state.Aktuelle_Temperatur_Rechts,current temperature - right,Aktuelle_Temperatur_Rechts,Float,state,,2026-06-11T09:59:57
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/270 - staggered cut monitoring/para/trigger - offset,ns=6;s=::AsGlobalPV:HMI_STAGGERED_CUT_MONITORING.para.Offset,trigger - offset,Offset,Float,para,,2026-06-11T09:59:57
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/270 - staggered cut monitoring/para/register position - measurement - front,ns=6;s=::AsGlobalPV:HMI_STAGGERED_CUT_MONITORING.para.PosRegisterVorderkante,register position - measurement - front,PosRegisterVorderkante,Float,para,,2026-06-11T09:59:57
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/270 - staggered cut monitoring/para/register position - measurement - rear,ns=6;s=::AsGlobalPV:HMI_STAGGERED_CUT_MONITORING.para.PosRegisterHinterkante,register position - measurement - rear,PosRegisterHinterkante,Float,para,,2026-06-11T09:59:57
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/270 - staggered cut monitoring/para/point - C/compare- value,ns=6;s=::AsGlobalPV:HMI_STAGGERED_CUT_MONITORING.para.PointC.CompareValue,compare- value,CompareValue,Float,para,,2026-06-11T09:59:57
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/270 - staggered cut monitoring/para/point - C/warning- limit,ns=6;s=::AsGlobalPV:HMI_STAGGERED_CUT_MONITORING.para.PointC.WarningLimit,warning- limit,WarningLimit,Float,para,,2026-06-11T09:59:57
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/270 - staggered cut monitoring/para/point - C/error- limit,ns=6;s=::AsGlobalPV:HMI_STAGGERED_CUT_MONITORING.para.PointC.ErrorLimit,error- limit,ErrorLimit,Float,para,,2026-06-11T09:59:57
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/270 - staggered cut monitoring/para/point - A/compare- value,ns=6;s=::AsGlobalPV:HMI_STAGGERED_CUT_MONITORING.para.PointA.CompareValue,compare- value,CompareValue,Float,para,,2026-06-11T09:59:57
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/270 - staggered cut monitoring/para/point - A/warning- limit,ns=6;s=::AsGlobalPV:HMI_STAGGERED_CUT_MONITORING.para.PointA.WarningLimit,warning- limit,WarningLimit,Float,para,,2026-06-11T09:59:57
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/270 - staggered cut monitoring/para/point - A/error- limit,ns=6;s=::AsGlobalPV:HMI_STAGGERED_CUT_MONITORING.para.PointA.ErrorLimit,error- limit,ErrorLimit,Float,para,,2026-06-11T09:59:57
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/270 - staggered cut monitoring/para/point - E/compare- value,ns=6;s=::AsGlobalPV:HMI_STAGGERED_CUT_MONITORING.para.PointE.CompareValue,compare- value,CompareValue,Float,para,,2026-06-11T09:59:57
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/270 - staggered cut monitoring/para/point - E/warning- limit,ns=6;s=::AsGlobalPV:HMI_STAGGERED_CUT_MONITORING.para.PointE.WarningLimit,warning- limit,WarningLimit,Float,para,,2026-06-11T09:59:57
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/270 - staggered cut monitoring/para/point - E/error- limit,ns=6;s=::AsGlobalPV:HMI_STAGGERED_CUT_MONITORING.para.PointE.ErrorLimit,error- limit,ErrorLimit,Float,para,,2026-06-11T09:59:57
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/270 - staggered cut monitoring/para/point - K/compare- value,ns=6;s=::AsGlobalPV:HMI_STAGGERED_CUT_MONITORING.para.PointK.CompareValue,compare- value,CompareValue,Float,para,,2026-06-11T09:59:57
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/270 - staggered cut monitoring/para/point - K/warning- limit,ns=6;s=::AsGlobalPV:HMI_STAGGERED_CUT_MONITORING.para.PointK.WarningLimit,warning- limit,WarningLimit,Float,para,,2026-06-11T09:59:57
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/270 - staggered cut monitoring/para/point - K/error- limit,ns=6;s=::AsGlobalPV:HMI_STAGGERED_CUT_MONITORING.para.PointK.ErrorLimit,error- limit,ErrorLimit,Float,para,,2026-06-11T09:59:57
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/270 - staggered cut monitoring/para/point - L/compare- value,ns=6;s=::AsGlobalPV:HMI_STAGGERED_CUT_MONITORING.para.PointL.CompareValue,compare- value,CompareValue,Float,para,,2026-06-11T09:59:57
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/270 - staggered cut monitoring/para/point - L/warning- limit,ns=6;s=::AsGlobalPV:HMI_STAGGERED_CUT_MONITORING.para.PointL.WarningLimit,warning- limit,WarningLimit,Float,para,,2026-06-11T09:59:57
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/270 - staggered cut monitoring/para/point - L/error- limit,ns=6;s=::AsGlobalPV:HMI_STAGGERED_CUT_MONITORING.para.PointL.ErrorLimit,error- limit,ErrorLimit,Float,para,,2026-06-11T09:59:57
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/270 - staggered cut monitoring/state/measured format length,ns=6;s=::AsGlobalPV:HMI_STAGGERED_CUT_MONITORING.state.GemessenGesamtLaengeFormat,measured format length,GemessenGesamtLaengeFormat,Float,state,,2026-06-11T09:59:58
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/270 - staggered cut monitoring/state/curr. value,ns=6;s=::AsGlobalPV:HMI_STAGGERED_CUT_MONITORING.state.PointA_Value,curr. value,PointA_Value,Float,state,,2026-06-11T09:59:58
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/270 - staggered cut monitoring/state/curr. value,ns=6;s=::AsGlobalPV:HMI_STAGGERED_CUT_MONITORING.state.PointC_Value,curr. value,PointC_Value,Float,state,,2026-06-11T09:59:58
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/270 - staggered cut monitoring/state/curr. value,ns=6;s=::AsGlobalPV:HMI_STAGGERED_CUT_MONITORING.state.PointE_Value,curr. value,PointE_Value,Float,state,,2026-06-11T09:59:58
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/270 - staggered cut monitoring/state/curr. value,ns=6;s=::AsGlobalPV:HMI_STAGGERED_CUT_MONITORING.state.PointK_Value,curr. value,PointK_Value,Float,state,,2026-06-11T09:59:58
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/270 - staggered cut monitoring/state/curr. value,ns=6;s=::AsGlobalPV:HMI_STAGGERED_CUT_MONITORING.state.PointL_Value,curr. value,PointL_Value,Float,state,,2026-06-11T09:59:58
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/215 - bottom trimming/para/gearing ratio,ns=6;s=::AsGlobalPV:HMI_TCS_1_BODENBESCHNITT.para.Getriebe_Faktor,gearing ratio,Getriebe_Faktor,Float,para,,2026-06-11T09:59:58
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/215 - bottom trimming/para/hand wheel,ns=6;s=::AsGlobalPV:HMI_TCS_1_BODENBESCHNITT.para.Handrad,hand wheel,Handrad,Float,para,,2026-06-11T09:59:58
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/215 - bottom trimming/state/state,ns=6;s=::AsGlobalPV:HMI_TCS_1_BODENBESCHNITT.state.state,state,state,UInt32,state,,2026-06-11T09:59:58
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/195 - base frame/state/state,ns=6;s=::AsGlobalPV:HMI_TCS_1_GRUNDRAHMEN.state.state,state,state,UInt32,state,,2026-06-11T09:59:58
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/245 - hot air sealing/para/swing in,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.OpSelAnschwenken,swing in,OpSelAnschwenken,String,para,,2026-06-11T09:59:58
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/245 - hot air sealing/para/hot air sealing adjustment,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.OpSel_Verstellung_Auto,hot air sealing adjustment,OpSel_Verstellung_Auto,String,para,,2026-06-11T09:59:58
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/245 - hot air sealing/para/flow rate,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Durchfluss,flow rate,Durchfluss,Float,para,,2026-06-11T09:59:58
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/245 - hot air sealing/para/gear factor,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Koppelfaktor_Oben,gear factor,Koppelfaktor_Oben,Float,para,,2026-06-11T09:59:58
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/245 - hot air sealing/para/gear factor,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Koppelfaktor_Unten,gear factor,Koppelfaktor_Unten,Float,para,,2026-06-11T09:59:58
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/245 - hot air sealing/para/speed - 1,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Stuetzpunkte_V_0,speed - 1,Stuetzpunkte_V_0,Float,para,,2026-06-11T09:59:58
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/245 - hot air sealing/para/speed - 2,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Stuetzpunkte_V_1,speed - 2,Stuetzpunkte_V_1,Float,para,,2026-06-11T09:59:58
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/245 - hot air sealing/para/speed - 3,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Stuetzpunkte_V_2,speed - 3,Stuetzpunkte_V_2,Float,para,,2026-06-11T09:59:58
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/245 - hot air sealing/para/speed - 4,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Stuetzpunkte_V_3,speed - 4,Stuetzpunkte_V_3,Float,para,,2026-06-11T09:59:58
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/245 - hot air sealing/para/speed - 5,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Stuetzpunkte_V_4,speed - 5,Stuetzpunkte_V_4,Float,para,,2026-06-11T09:59:58
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/245 - hot air sealing/para/flow rate - 1,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Stuetzpunkte_Durchfluss_0,flow rate - 1,Stuetzpunkte_Durchfluss_0,Float,para,,2026-06-11T09:59:58
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/245 - hot air sealing/para/flow rate - 2,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Stuetzpunkte_Durchfluss_1,flow rate - 2,Stuetzpunkte_Durchfluss_1,Float,para,,2026-06-11T09:59:58
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/245 - hot air sealing/para/flow rate - 3,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Stuetzpunkte_Durchfluss_2,flow rate - 3,Stuetzpunkte_Durchfluss_2,Float,para,,2026-06-11T09:59:59
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/245 - hot air sealing/para/flow rate - 4,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Stuetzpunkte_Durchfluss_3,flow rate - 4,Stuetzpunkte_Durchfluss_3,Float,para,,2026-06-11T09:59:59
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/245 - hot air sealing/para/flow rate - 5,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Stuetzpunkte_Durchfluss_4,flow rate - 5,Stuetzpunkte_Durchfluss_4,Float,para,,2026-06-11T09:59:59
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/245 - hot air sealing/para/temperature - 1,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Stuetzpunkte_Temp_0,temperature - 1,Stuetzpunkte_Temp_0,Float,para,,2026-06-11T09:59:59
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/245 - hot air sealing/para/temperature - 2,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Stuetzpunkte_Temp_1,temperature - 2,Stuetzpunkte_Temp_1,Float,para,,2026-06-11T09:59:59
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/245 - hot air sealing/para/temperature - 3,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Stuetzpunkte_Temp_2,temperature - 3,Stuetzpunkte_Temp_2,Float,para,,2026-06-11T09:59:59
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/245 - hot air sealing/para/temperature - 4,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Stuetzpunkte_Temp_3,temperature - 4,Stuetzpunkte_Temp_3,Float,para,,2026-06-11T09:59:59
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/245 - hot air sealing/para/temperature - 5,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Stuetzpunkte_Temp_4,temperature - 5,Stuetzpunkte_Temp_4,Float,para,,2026-06-11T09:59:59
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/245 - hot air sealing/state/state,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.state.state,state,state,UInt32,state,,2026-06-11T09:59:59
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/245 - hot air sealing/state/current speed,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.state.Aktuelle_Geschwindigkeit,current speed,Aktuelle_Geschwindigkeit,Float,state,,2026-06-11T09:59:59
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/245 - hot air sealing/state/current flow rate,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.state.Aktueller_Solldurchfluss,current flow rate,Aktueller_Solldurchfluss,Float,state,,2026-06-11T09:59:59
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/245 - hot air sealing/state/current set temperature,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.state.Aktuelle_Solltemp,current set temperature,Aktuelle_Solltemp,Float,state,,2026-06-11T09:59:59
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/415 - ionization/state/state,ns=6;s=::AsGlobalPV:HMI_TCS_1_IONISIERUNG.state.state,state,state,UInt32,state,,2026-06-11T09:59:59
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/210 - head trimming/para/gearing ratio,ns=6;s=::AsGlobalPV:HMI_TCS_1_KOPFBESCHNITT.para.Faktor,gearing ratio,Faktor,Float,para,,2026-06-11T09:59:59
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/210 - head trimming/para/hand wheel,ns=6;s=::AsGlobalPV:HMI_TCS_1_KOPFBESCHNITT.para.Handrad,hand wheel,Handrad,Float,para,,2026-06-11T09:59:59
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/210 - head trimming/state/state,ns=6;s=::AsGlobalPV:HMI_TCS_1_KOPFBESCHNITT.state.state,state,state,UInt32,state,,2026-06-11T09:59:59
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/425 - stack delivery transport/state/state,ns=6;s=::AsGlobalPV:HMI_TCS_1_STAPEL_TRANSP.state.state,state,state,UInt32,state,,2026-06-11T10:00:00
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/420 - stacking delivery belt/para/offset - flipper,ns=6;s=::AsGlobalPV:HMI_TCS_1_STAPELABLAGE.para.Offset_Weiche,offset - flipper,Offset_Weiche,Float,para,,2026-06-11T10:00:00
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/420 - stacking delivery belt/para/offset - register position - flipper,ns=6;s=::AsGlobalPV:HMI_TCS_1_STAPELABLAGE.para.PosRegisterWeiche,offset - register position - flipper,PosRegisterWeiche,Float,para,,2026-06-11T10:00:00
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/420 - stacking delivery belt/para/stacking amount,ns=6;s=::AsGlobalPV:HMI_TCS_1_STAPELABLAGE.para.Stapelmenge,stacking amount,Stapelmenge,Float,para,,2026-06-11T10:00:00
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/420 - stacking delivery belt/para/traverse path product,ns=6;s=::AsGlobalPV:HMI_TCS_1_STAPELABLAGE.para.Paket,traverse path product,Paket,Float,para,,2026-06-11T10:00:00
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/420 - stacking delivery belt/para/traverse path shingle,ns=6;s=::AsGlobalPV:HMI_TCS_1_STAPELABLAGE.para.Schuppe,traverse path shingle,Schuppe,Float,para,,2026-06-11T10:00:00
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/420 - stacking delivery belt/para/hand wheel,ns=6;s=::AsGlobalPV:HMI_TCS_1_STAPELABLAGE.para.Handrad,hand wheel,Handrad,Float,para,,2026-06-11T10:00:00
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/420 - stacking delivery belt/para/speed,ns=6;s=::AsGlobalPV:HMI_TCS_1_STAPELABLAGE.para.V,speed,V,Float,para,,2026-06-11T10:00:00
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/420 - stacking delivery belt/para/acceleration,ns=6;s=::AsGlobalPV:HMI_TCS_1_STAPELABLAGE.para.A,acceleration,A,Float,para,,2026-06-11T10:00:00
Pinch 21,opc.tcp://192.168.11.50:4840,Global PV/420 - stacking delivery belt/para/offest front,ns=6;s=::AsGlobalPV:HMI_TCS_1_STAPELABLAGE.para.Aufnahme_Vorne,offest front,Aufnahme_Vorne,Float,para,,2026-06-11T10:00:00
