machine_name,endpoint_url,opc_path,node_id,display_name,browse_name,data_type,parent_branch,sample_value,discovered_at
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/110 - cooling draw/para/coupling factor seam chill roll,ns=6;s=::AsGlobalPV:HMI_SFB_KUEHLVORZUG.para.Koppelfaktor_Naht,coupling factor seam chill roll,Koppelfaktor_Naht,Float,para,,2026-06-11T10:01:05
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/110 - cooling draw/para/coupling factor cooling draw,ns=6;s=::AsGlobalPV:HMI_SFB_KUEHLVORZUG.para.Koppelfaktor,coupling factor cooling draw,Koppelfaktor,Float,para,,2026-06-11T10:01:05
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/110 - cooling draw/para/set value web tension,ns=6;s=::AsGlobalPV:HMI_SFB_KUEHLVORZUG.para.Sollwert_Bahnspannung,set value web tension,Sollwert_Bahnspannung,Float,para,,2026-06-11T10:01:05
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/110 - cooling draw/para/Kp,ns=6;s=::AsGlobalPV:HMI_SFB_KUEHLVORZUG.para.Kp,Kp,Kp,Float,para,,2026-06-11T10:01:05
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/110 - cooling draw/para/Tn,ns=6;s=::AsGlobalPV:HMI_SFB_KUEHLVORZUG.para.Tn,Tn,Tn,Float,para,,2026-06-11T10:01:05
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/110 - cooling draw/state/state,ns=6;s=::AsGlobalPV:HMI_SFB_KUEHLVORZUG.state.state,state,state,UInt32,state,,2026-06-11T10:01:05
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/110 - cooling draw/state/current coupling factor,ns=6;s=::AsGlobalPV:HMI_SFB_KUEHLVORZUG.state.Aktueller_Koppelfaktor,current coupling factor,Aktueller_Koppelfaktor,Float,state,,2026-06-11T10:01:05
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/110 - cooling draw/state/current deviation,ns=6;s=::AsGlobalPV:HMI_SFB_KUEHLVORZUG.state.Abweichung,current deviation,Abweichung,Float,state,,2026-06-11T10:01:05
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/110 - cooling draw/state/current web tension,ns=6;s=::AsGlobalPV:HMI_SFB_KUEHLVORZUG.state.Bahnspannung,current web tension,Bahnspannung,Float,state,,2026-06-11T10:01:05
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/110 - cooling draw/state/current web tension - infeed,ns=6;s=::AsGlobalPV:HMI_SFB_KUEHLVORZUG.state.BahnspannungEinlauf,current web tension - infeed,BahnspannungEinlauf,Float,state,,2026-06-11T10:01:05
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/052 - laser/state/state,ns=6;s=::AsGlobalPV:HMI_SFB_LASER.state.state,state,state,UInt32,state,,2026-06-11T10:01:05
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/111 - metal detector/state/state,ns=6;s=::AsGlobalPV:HMI_SFB_METALLDETEKTOR.state.state,state,state,UInt32,state,,2026-06-11T10:01:05
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/056 - metal detector - flat web/state/state,ns=6;s=::AsGlobalPV:HMI_SFB_METALLDETEKTOR_056.state.state,state,state,UInt32,state,,2026-06-11T10:01:06
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/125 - pressing draw/state/state,ns=6;s=::AsGlobalPV:HMI_SFB_PRESSVORZUG.state.state,state,state,UInt32,state,,2026-06-11T10:01:06
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/125 - pressing draw/state/current format,ns=6;s=::AsGlobalPV:HMI_SFB_PRESSVORZUG.state.aktuelles_Format,current format,aktuelles_Format,Float,state,,2026-06-11T10:01:06
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/125 - pressing draw/state/average format,ns=6;s=::AsGlobalPV:HMI_SFB_PRESSVORZUG.state.Average,average format,Average,Float,state,,2026-06-11T10:01:06
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/125 - pressing draw/state/number no printmark,ns=6;s=::AsGlobalPV:HMI_SFB_PRESSVORZUG.state.Anzahl_keine_DM,number no printmark,Anzahl_keine_DM,Float,state,,2026-06-11T10:01:06
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/125 - pressing draw/state/deviation,ns=6;s=::AsGlobalPV:HMI_SFB_PRESSVORZUG.state.Length,deviation,Length,Float,state,,2026-06-11T10:01:06
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/para/knife length,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Messer_Laenge,knife length,Messer_Laenge,Float,para,,2026-06-11T10:01:06
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/para/offset,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Messer_Verschiebung,offset,Messer_Verschiebung,Float,para,,2026-06-11T10:01:06
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/para/sensor distance,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Messer_Sensorabstand,sensor distance,Messer_Sensorabstand,Float,para,,2026-06-11T10:01:06
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/para/oiler distance,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Oeler_Abstand,oiler distance,Oeler_Abstand,Float,para,,2026-06-11T10:01:06
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/para/oiler time,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Oeler_Zeit,oiler time,Oeler_Zeit,Int32,para,,2026-06-11T10:01:06
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/para/pusher adjustment,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.OpSel_Andr_Verstellung_Auto,pusher adjustment,OpSel_Andr_Verstellung_Auto,String,para,,2026-06-11T10:01:06
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/para/current pressure,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Aktueller_Solldruck,current pressure,Aktueller_Solldruck,Float,para,,2026-06-11T10:01:06
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/para/speed,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Stuetzpunkte_V_0,speed,Stuetzpunkte_V_0,Float,para,,2026-06-11T10:01:07
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/para/speed,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Stuetzpunkte_V_1,speed,Stuetzpunkte_V_1,Float,para,,2026-06-11T10:01:07
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/para/speed,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Stuetzpunkte_V_2,speed,Stuetzpunkte_V_2,Float,para,,2026-06-11T10:01:07
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/para/speed,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Stuetzpunkte_V_3,speed,Stuetzpunkte_V_3,Float,para,,2026-06-11T10:01:07
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/para/speed,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Stuetzpunkte_V_4,speed,Stuetzpunkte_V_4,Float,para,,2026-06-11T10:01:07
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/para/pressure - setpoint,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Stuetzpunkte_Druck_0,pressure - setpoint,Stuetzpunkte_Druck_0,Float,para,,2026-06-11T10:01:07
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/para/pressure,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Stuetzpunkte_Druck_1,pressure,Stuetzpunkte_Druck_1,Float,para,,2026-06-11T10:01:07
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/para/pressure,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Stuetzpunkte_Druck_2,pressure,Stuetzpunkte_Druck_2,Float,para,,2026-06-11T10:01:07
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/para/pressure,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Stuetzpunkte_Druck_3,pressure,Stuetzpunkte_Druck_3,Float,para,,2026-06-11T10:01:07
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/para/pressure,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Stuetzpunkte_Druck_4,pressure,Stuetzpunkte_Druck_4,Float,para,,2026-06-11T10:01:07
Pinch 20,opc.tcp://192.168.11.26:4840,"Global PV/075 - rotary die cutter/para/presser/factor, pressing device",ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Andruecker.Andruck_Faktor,"factor, pressing device",Andruck_Faktor,Float,para,,2026-06-11T10:01:07
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/para/presser/offset - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Andruecker.Offset_A_Seite,offset - a-side,Offset_A_Seite,Float,para,,2026-06-11T10:01:07
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/para/presser/offset - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Andruecker.Offset_B_Seite,offset - b-side,Offset_B_Seite,Float,para,,2026-06-11T10:01:07
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/para/printer/offset,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.para.Drucker.Offset,offset,Offset,Float,para,,2026-06-11T10:01:07
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/state/current format,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Aktuelles_Format,current format,Aktuelles_Format,Float,state,,2026-06-11T10:01:07
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/state/average format,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Average,average format,Average,Float,state,,2026-06-11T10:01:07
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/state/deviation,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Length,deviation,Length,Float,state,,2026-06-11T10:01:08
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/state/pressure - setpoint,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Druckanzeige_0,pressure - setpoint,Druckanzeige_0,Float,state,,2026-06-11T10:01:08
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/state/pressure,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Druckanzeige_1,pressure,Druckanzeige_1,Float,state,,2026-06-11T10:01:08
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/state/pressure,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Druckanzeige_2,pressure,Druckanzeige_2,Float,state,,2026-06-11T10:01:08
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/state/pressure,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Druckanzeige_3,pressure,Druckanzeige_3,Float,state,,2026-06-11T10:01:08
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/state/pressure,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Druckanzeige_4,pressure,Druckanzeige_4,Float,state,,2026-06-11T10:01:08
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/state/current speed,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Aktuelle_Geschwindigkeit,current speed,Aktuelle_Geschwindigkeit,Float,state,,2026-06-11T10:01:08
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/state/counter knife,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Zaehler_Messer,counter knife,Zaehler_Messer,UInt32,state,,2026-06-11T10:01:08
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/state/counter inlay,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Zaehler_Einsatz,counter inlay,Zaehler_Einsatz,UInt32,state,,2026-06-11T10:01:08
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/state/pressure - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Pressure_A,pressure - a-side,Pressure_A,Float,state,,2026-06-11T10:01:08
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/state/max pressure - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Max_Pressure_A,max pressure - a-side,Max_Pressure_A,Float,state,,2026-06-11T10:01:08
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/state/pressure - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Pressure_B,pressure - b-side,Pressure_B,Float,state,,2026-06-11T10:01:08
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/state/max pressure - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Max_Pressure_B,max pressure - b-side,Max_Pressure_B,Float,state,,2026-06-11T10:01:08
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/state/presser/current pressure - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Andruecker.Aktueller_Solldruck_A_Seite,current pressure - a-side,Aktueller_Solldruck_A_Seite,Float,state,,2026-06-11T10:01:08
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/075 - rotary die cutter/state/presser/current pressure - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_ROTATIONSSTANZE.state.Andruecker.Aktueller_Solldruck_B_Seite,current pressure - b-side,Aktueller_Solldruck_B_Seite,Float,state,,2026-06-11T10:01:08
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/080 - dancer/para/web tension,ns=6;s=::AsGlobalPV:HMI_SFB_TAENZER.para.Bahnspannung,web tension,Bahnspannung,Float,para,,2026-06-11T10:01:08
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/080 - dancer/state/state,ns=6;s=::AsGlobalPV:HMI_SFB_TAENZER.state.state,state,state,UInt32,state,,2026-06-11T10:01:08
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/080 - dancer/state/dancer,ns=6;s=::AsGlobalPV:HMI_SFB_TAENZER.state.dancer,dancer,dancer,Float,state,,2026-06-11T10:01:08
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/080 - dancer/state/web tension,ns=6;s=::AsGlobalPV:HMI_SFB_TAENZER.state.Bahnspannung,web tension,Bahnspannung,Float,state,,2026-06-11T10:01:08
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/101 - monitoring seam/state/state,ns=6;s=::AsGlobalPV:HMI_SFB_UEBERWACHUNG.state.state,state,state,UInt32,state,,2026-06-11T10:01:08
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/101 - monitoring seam/state/current temperature - left,ns=6;s=::AsGlobalPV:HMI_SFB_UEBERWACHUNG.state.Aktuelle_Temperatur_Links,current temperature - left,Aktuelle_Temperatur_Links,Float,state,,2026-06-11T10:01:08
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/101 - monitoring seam/state/current temperature - middle,ns=6;s=::AsGlobalPV:HMI_SFB_UEBERWACHUNG.state.Aktuelle_Temperatur_Mitte,current temperature - middle,Aktuelle_Temperatur_Mitte,Float,state,,2026-06-11T10:01:08
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/101 - monitoring seam/state/current temperature - right,ns=6;s=::AsGlobalPV:HMI_SFB_UEBERWACHUNG.state.Aktuelle_Temperatur_Rechts,current temperature - right,Aktuelle_Temperatur_Rechts,Float,state,,2026-06-11T10:01:08
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/037 - turning bar/para/fan,ns=6;s=::AsGlobalPV:HMI_SFB_WENDESTANGE.para.Geschwindigkeit_Geblaese,fan,Geschwindigkeit_Geblaese,Float,para,,2026-06-11T10:01:08
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/037 - turning bar/state/state,ns=6;s=::AsGlobalPV:HMI_SFB_WENDESTANGE.state.state,state,state,UInt32,state,,2026-06-11T10:01:08
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/035 - dancer - unwinder/para/web tension,ns=6;s=::AsGlobalPV:HMI_TAENZER_ABWICKLER.para.Bahnspannung,web tension,Bahnspannung,Float,para,,2026-06-11T10:01:09
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/035 - dancer - unwinder/para/web tension - roll change,ns=6;s=::AsGlobalPV:HMI_TAENZER_ABWICKLER.para.Bahnspannung_Rollenwechsel,web tension - roll change,Bahnspannung_Rollenwechsel,Float,para,,2026-06-11T10:01:09
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/035 - dancer - unwinder/para/pulse - web tension - roll change,ns=6;s=::AsGlobalPV:HMI_TAENZER_ABWICKLER.para.Dauer_Offset,pulse - web tension - roll change,Dauer_Offset,Float,para,,2026-06-11T10:01:09
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/035 - dancer - unwinder/state/state,ns=6;s=::AsGlobalPV:HMI_TAENZER_ABWICKLER.state.state,state,state,UInt32,state,,2026-06-11T10:01:09
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/035 - dancer - unwinder/state/dancer,ns=6;s=::AsGlobalPV:HMI_TAENZER_ABWICKLER.state.dancer,dancer,dancer,Float,state,,2026-06-11T10:01:09
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/035 - dancer - unwinder/state/web tension,ns=6;s=::AsGlobalPV:HMI_TAENZER_ABWICKLER.state.Bahnspannung,web tension,Bahnspannung,Float,state,,2026-06-11T10:01:09
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/250 - bag opener/para/leading edge - offset,ns=6;s=::AsGlobalPV:HMI_TCS_1_BEUTELOEFFNER.para.Offset_Vorderkante,leading edge - offset,Offset_Vorderkante,Float,para,,2026-06-11T10:01:09
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/250 - bag opener/para/leading edge - duration,ns=6;s=::AsGlobalPV:HMI_TCS_1_BEUTELOEFFNER.para.Dauer_Vorderkante,leading edge - duration,Dauer_Vorderkante,Float,para,,2026-06-11T10:01:09
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/250 - bag opener/para/trailing edge - offset,ns=6;s=::AsGlobalPV:HMI_TCS_1_BEUTELOEFFNER.para.Offset_Hinterkante,trailing edge - offset,Offset_Hinterkante,Float,para,,2026-06-11T10:01:09
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/250 - bag opener/para/trailing edge - duration,ns=6;s=::AsGlobalPV:HMI_TCS_1_BEUTELOEFFNER.para.Dauer_Hinterkante,trailing edge - duration,Dauer_Hinterkante,Float,para,,2026-06-11T10:01:09
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/250 - bag opener/state/state,ns=6;s=::AsGlobalPV:HMI_TCS_1_BEUTELOEFFNER.state.state,state,state,UInt32,state,,2026-06-11T10:01:09
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/215 - bottom trimming/para/gearing ratio,ns=6;s=::AsGlobalPV:HMI_TCS_1_BODENBESCHNITT.para.Getriebe_Faktor,gearing ratio,Getriebe_Faktor,Float,para,,2026-06-11T10:01:09
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/215 - bottom trimming/para/hand wheel,ns=6;s=::AsGlobalPV:HMI_TCS_1_BODENBESCHNITT.para.Handrad,hand wheel,Handrad,Float,para,,2026-06-11T10:01:09
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/215 - bottom trimming/state/state,ns=6;s=::AsGlobalPV:HMI_TCS_1_BODENBESCHNITT.state.state,state,state,UInt32,state,,2026-06-11T10:01:09
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/195 - base frame/state/state,ns=6;s=::AsGlobalPV:HMI_TCS_1_GRUNDRAHMEN.state.state,state,state,UInt32,state,,2026-06-11T10:01:09
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/245 - hot air sealing/para/swing in,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.OpSelAnschwenken,swing in,OpSelAnschwenken,String,para,,2026-06-11T10:01:10
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/245 - hot air sealing/para/hot air sealing adjustment,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.OpSel_Verstellung_Auto,hot air sealing adjustment,OpSel_Verstellung_Auto,String,para,,2026-06-11T10:01:10
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/245 - hot air sealing/para/flow rate,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Durchfluss,flow rate,Durchfluss,Float,para,,2026-06-11T10:01:10
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/245 - hot air sealing/para/gear factor,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Koppelfaktor_Oben,gear factor,Koppelfaktor_Oben,Float,para,,2026-06-11T10:01:10
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/245 - hot air sealing/para/gear factor,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Koppelfaktor_Unten,gear factor,Koppelfaktor_Unten,Float,para,,2026-06-11T10:01:10
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/245 - hot air sealing/para/speed - 1,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Stuetzpunkte_V_0,speed - 1,Stuetzpunkte_V_0,Float,para,,2026-06-11T10:01:10
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/245 - hot air sealing/para/speed - 2,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Stuetzpunkte_V_1,speed - 2,Stuetzpunkte_V_1,Float,para,,2026-06-11T10:01:10
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/245 - hot air sealing/para/speed - 3,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Stuetzpunkte_V_2,speed - 3,Stuetzpunkte_V_2,Float,para,,2026-06-11T10:01:10
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/245 - hot air sealing/para/speed - 4,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Stuetzpunkte_V_3,speed - 4,Stuetzpunkte_V_3,Float,para,,2026-06-11T10:01:10
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/245 - hot air sealing/para/speed - 5,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Stuetzpunkte_V_4,speed - 5,Stuetzpunkte_V_4,Float,para,,2026-06-11T10:01:10
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/245 - hot air sealing/para/flow rate - 1,ns=6;s=::AsGlobalPV:HMI_TCS_1_HEISSLUFT.para.Stuetzpunkte_Durchfluss_0,flow rate - 1,Stuetzpunkte_Durchfluss_0,Float,para,,2026-06-11T10:01:10
